Name,Price,Description,Rate,Rating_count,Details,image,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Atyab Al Jil Set,475 SAR,"This set contains:
Lacoste Eau De Lacoste L.12.12 Blanc - 100 ml
The White color of this pure classic floral woody fragrance represents freshness, simplicity and elegance. It provides you with a masculine scent full of leadership spirits so you influence everyone around, thanks to its combination of grapefruit, y-lang y-lang and cedar.
Roberto Cavalli Paradiso - 50 ml
Woody floral fragrance, a subtle aroma that makes you feel fresh with a stunning blend of citrus, jasmine, and cypress.
Burberry Body - 60 ml
This fragrance is full of femininity and vitality characterized by its pure and upscale composition of rose oil, California orange and black currant, as well as peach and berries, as well as its distinctive aromas of fresh green absintine mixed with sandalwood, as well as creamy vanilla and amber, which brings you back to everything that is natural and authentic.",none,none,"['Exclusive Bundles', 'Unisex', 'Bundles']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/s/b/sb100293--_-_-atyab-al-jil.png,Exclusive Bundles,Unisex,Bundles,,,,,,,,,
Narciso Rodriguez Fleur Musc,380 SAR,"Fleur Musc for Her is a floral perfume with notes that envelops the heart of musc with warmth and sensuality. Enriched with the scent of pink flowers, peppercorns, blend with the rare musc, woody amber, patchouli that produces a radiant sublime rose cloud that follow you where ever you go.
About the brand:
One of the foremost American designers during the last two decades, Narciso Rodriguez plays a singular role in global fashion. Narciso Rodriguez’s fashion house is based in NYC where he shows his women’s ready-to-wear, handbags, shoes and fragrance collections.",5,1 Rating,"['Narciso Rodriguez', 'Women', 'Perfume', 'Feminine', 'Floral', '50 ml', '2017', 'Pink Flowers, Pink Pepper, Musk, Patchouli, Amber', 'Eau de Parfum', 'Pink Flowers, Pink Pepper', 'Musk', 'Patchouli, Amber']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_narciso_rodriguez_perfumes_fleur_musc_for_women_eau_de_parfum.jpg,Narciso Rodriguez,Women,Perfume,Feminine,Floral,50 ml,2017,"Pink Flowers, Pink Pepper, Musk, Patchouli, Amber",Eau de Parfum,"Pink Flowers, Pink Pepper",Musk,"Patchouli, Amber"
Lalique Amethyst,175 SAR,"Lalique Amethyst is a Fruity, Floral, Musky perfume for a breathtaking woman. This perfume is for a woman with distinguished sense of style, intelligence, success and elegance. The top notes are rich with nutmeg accentuated by a light fruity scent coming from blackberry and currant. At the heart, breathtaking accords of rose highlighted by sparkling pepper, soft peony, lily and floral ylang-ylang. The dry-down is powdery and musky softened with Bourbon vanilla. Lalique Amethyst is a lovely fragrance that celebrates the joy and elegance of a modern accomplished woman. Wear this flawless beauty to your most daring ventures.",5,1 Rating,"['Lalique', 'Women', 'Perfume', 'Charismatic', 'Woody Oriental', '100 ml', '2015', 'Black Currant, Blackberry, Blueberry, Musk, Pepper, Peony, Rose, Woody Notes, Bourbon Vanilla, Ylang-Ylang, Strawberry', 'Eau de Parfum', 'Blackberry, Blackberry Bush Leaves, Blackcurrant, Raspberry', 'Wild Rose, Lily Ylang, Purple Peony', 'Musks, Sensual Wood, Vanilla']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_lalique_perfumes_amethyst_for_women_eau_de_perfum.jpg,Lalique,Women,Perfume,Charismatic,Woody Oriental,100 ml,2015,"Black Currant, Blackberry, Blueberry, Musk, Pepper, Peony, Rose, Woody Notes, Bourbon Vanilla, Ylang-Ylang, Strawberry",Eau de Parfum,"Blackberry, Blackberry Bush Leaves, Blackcurrant, Raspberry","Wild Rose, Lily Ylang, Purple Peony","Musks, Sensual Wood, Vanilla"
Lalique Encre Noir,165 SAR,"Lalique Encre Noir is a breathtaking woody, aromatic scent for men. The opening notes are fresh and woody thanks to Cypress and Vetiveryl Acetate. At the heart, Haiti Vetyver and Bourbon Vetyver add a mysterious woodsy touch. The dry-down is charming with Cashmere Wood and Musks. The sexy signature fragrance enhanced with masculine woody notes promises subtle and rare sophistication. It brings back memories of long forgotten memories and lost places. The fragrance unites with nature giving the vibe of a dark forest and gloomy landscape. The iconic black bottle is the perfect last touch to a mind-blowing scent.",5,3 Rating,"['Lalique', 'Men', 'Perfume', 'Masculine', 'Oriental', '100 ml', '2005', 'Vetiver, Cypress, Cashmere Wood, Musk', 'Eau de Toilette', 'Cypress, Vetiveryl Acetate', 'Haiti Vetyver, Bourbon Vetyver', 'Cashmere Wood, Musks']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_lalique_perfumes_encre_noir_for_men_eau_de_toilette.jpg,Lalique,Men,Perfume,Masculine,Oriental,100 ml,2005,"Vetiver, Cypress, Cashmere Wood, Musk",Eau de Toilette,"Cypress, Vetiveryl Acetate","Haiti Vetyver, Bourbon Vetyver","Cashmere Wood, Musks"
Stella McCartney Stella,225 SAR,"It's a Romantic Eau de Parfum that with a composition that begins with notes of Rose Oil, Peony, Tangerine, the heart notes of Rose that represents the essence of the parfume, and the base notes of Amber which stays with you through out the day.
About the brand:
Stella McCartney launched her own fashion house under her name and showed her first collection in Paris 2001. Stella McCartney brand does not use any leather or fur in her designs. Her collections include women’s and men’s ready-to-wear, accessories, lingerie, eyewear, fragrance and kids.",1,1 Rating,"['Stella McCartney', 'Women', 'Perfume', 'Romantic', 'Floral', '50 ml', '2003', 'Rose Oil, Peony, Tangerine, Rose, Amber', 'Eau de Parfum', 'Rose Oil, Peony, Tangerine', 'Rose', 'Amber']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_stella_mc_cartney_perfumes_stella_for_women_eau_de_perfum.jpg,Stella McCartney,Women,Perfume,Romantic,Floral,50 ml,2003,"Rose Oil, Peony, Tangerine, Rose, Amber",Eau de Parfum,"Rose Oil, Peony, Tangerine",Rose,Amber
Mont Blanc Emblem Absolu,219 SAR,"Mont Blanc Emblem Absolu is a combination of warm woods and cold spices. The product is formulated with the top notes of pear, mandarin and cardamom lead into the heart of lavender, pink pepper, fruits, and honey. Vetiver, patchouli, and crystal moss wrap up the base of the perfume.
About the brand:
Mont Blanc is a German company known for its fine writing instruments and luxury goods. The products first appeared in 1913 and were inspired by the peak of Mont Blanc, the highest peak in the Alps. The brand offers luxury goods such as cases, jewelry, and watches. Montblanc fragrances are produced in conjunction with Inter Parfums Inc.",3.67,3 Rating,"['Mont Blanc', 'Men', 'Perfume', 'Charismatic', 'Floral Oriental', '100 ml', '2017', 'Pear, Honey, Cardamom, Mandarin, Orange, Patchouli, Fruits, Lavender, Vetiver, Moss, Pink Pepper', 'Eau de Toilette', 'Pear, Cardamom, Mandarin', 'Honey Fruits, Lavender Essence, Pink Pepper', 'Patchouli, Crystal Moss, Vetiver']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_mont_blanc_perfumes_emblem_absolu_for_men_eau_de_toilette.jpg,Mont Blanc,Men,Perfume,Charismatic,Floral Oriental,100 ml,2017,"Pear, Honey, Cardamom, Mandarin, Orange, Patchouli, Fruits, Lavender, Vetiver, Moss, Pink Pepper",Eau de Toilette,"Pear, Cardamom, Mandarin","Honey Fruits, Lavender Essence, Pink Pepper","Patchouli, Crystal Moss, Vetiver"
Chanel Bleu De Chanel EDP,438 SAR,"A fragrance that does not lose its attractiveness over time, and reveals the spirit of the man who chooses his destiny, with a mixture of mint, amber wood and coriander.
About the brand:
Chanel needs no introduction; its high-quality and captivating collections of perfumes and fragrances for men and women are loved in every part of the world. Chanel has excelled in haute couture and ready-to-wear clothes, luxury goods, and fashion accessories. Chanel has also introduced a collection of watches and luxury jewelry.",5,1 Rating,"['Chanel', 'Men', 'Perfume', 'Charismatic', 'Aromatic', '150 ml', '2010', 'Lemon, grapefruit, pink pepper, bergamot, coriander, mint, aldehydes, melons, jasmine, ginger, nutmeg, adan, patchouli, sandalwood, cedar, amber, incense, amber woods.', 'Eau de Parfum', 'Lemon, grapefruit, pink pepper, bergamot, coriander, mint, aldehydes', 'melons, jasmine, ginger, nutmeg', 'adan, patchouli, sandalwood, cedar, amber, incense, amber woods.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_chanel_perfumes_bleu_de_chanel_for_men_eau_de_perfum.jpg,Chanel,Men,Perfume,Charismatic,Aromatic,150 ml,2010,"Lemon, grapefruit, pink pepper, bergamot, coriander, mint, aldehydes, melons, jasmine, ginger, nutmeg, adan, patchouli, sandalwood, cedar, amber, incense, amber woods.",Eau de Parfum,"Lemon, grapefruit, pink pepper, bergamot, coriander, mint, aldehydes","melons, jasmine, ginger, nutmeg","adan, patchouli, sandalwood, cedar, amber, incense, amber woods."
Calvin Klein Escape for Women,109 SAR,"A world of classic, lively and feminine femininity in this fragrance makes you go all day long, blessed with a mixture of aromatic and fragrant scents that your nose enjoys and draws the attention of you around you. Currant, you will also find pleasure concentrated in the valley flower with charming cloves and jasmine leaves, a unique journey that you will not return from except in an overwhelming happiness
About the brand:
Founded in 1856, Burberry is a trusted luxury design house, world famous for its accessories, tartan patterns, and sturdy trench coats . Their famous motifs are often copied and imitated across the globe; however, none can match the quality of this staple of British fashion. Their fragrances match many qualities of their apparel: classic, long-lasting, and elegant.",5,1 Rating,"['Calvin Klein', 'Women', 'Perfume', 'Feminine', 'Floral', '100 ml', '1991', 'Mandarin, Apple, Blackcurrant bud, Apricot, Melon, Peach, Plum, Bergamot, Calone, Chamomile, ""Jasmine, Rose, Carnation, Cyclamen, Lily of the valley, Heliotrope, Orris, Rosewood, Clove, Coriander, Sandalwood, Cedarwood, Musk, Oakmoss, Amber, Vanilla', 'Eau de Parfum', 'Mandarin, Apple, Blackcurrant bud, Apricot, Melon, Peach, Plum, Bergamot, Calone, Chamomile', 'Jasmine, Rose, Carnation, Cyclamen, Lily of the valley, Heliotrope, Orris, Rosewood, Clove, Coriander', 'Sandalwood, Cedarwood, Musk, Oakmoss, Amber, Vanilla']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_calvin_klein_perfumes_escape_for_women_eau_de_toillete.jpg,Calvin Klein,Women,Perfume,Feminine,Floral,100 ml,1991,"Mandarin, Apple, Blackcurrant bud, Apricot, Melon, Peach, Plum, Bergamot, Calone, Chamomile, ""Jasmine, Rose, Carnation, Cyclamen, Lily of the valley, Heliotrope, Orris, Rosewood, Clove, Coriander, Sandalwood, Cedarwood, Musk, Oakmoss, Amber, Vanilla",Eau de Parfum,"Mandarin, Apple, Blackcurrant bud, Apricot, Melon, Peach, Plum, Bergamot, Calone, Chamomile","Jasmine, Rose, Carnation, Cyclamen, Lily of the valley, Heliotrope, Orris, Rosewood, Clove, Coriander","Sandalwood, Cedarwood, Musk, Oakmoss, Amber, Vanilla"
Ad Astra Noble Spices EDP - 30 ml,45 SAR,"Stars were always the fascination of the wanderers. Ever since mythical stories were wrapped around the stars, ""Ad Astra” is your journey towards the stars. A spicy powerful scent with notes like bergamot, pepper & vetiver. ِA mixture rich in oriental notes that will captivate your heart.
About the brand:
Created by the brand Minis, famous for its small size sets. Minis Motto is ""Take me with you"", designed to be a hassle-free companion wherever you go! Each set is inspired by a unique theme, to complement all perfume lovers.",none,none,"['Minis', 'Men', 'Eau De Parfum', 'Charismatic', 'Oriental', '30 ml', '2019', 'Bergamot, Pepper, Vetiver', 'Eau de Parfum', 'Bergamot', 'Pepper', 'Vetiver']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/ad-astra-noble-spices1.png,Minis,Men,Eau De Parfum,Charismatic,Oriental,30 ml,2019,"Bergamot, Pepper, Vetiver",Eau de Parfum,Bergamot,Pepper,Vetiver
Mancera Wild Leather,474 SAR,"Wild Leather by Mancera is a unique Floral Fruity fragrance for women and men, The nose behind this fragrance is Pierre Montale. Top notes are Bergamot from Sicily; middle notes are Bulgarian Rose, Violet, Leaves of Patchouly; base notes are Amber, Intense Leather, Oakmoss & Woody Notes. Intense and sophisticated. It's a powerful and charismatic fragrance.
About the brand:
Perfumer Pierre Montale started Mancera’s brand in 2008 and opened his first Mancera luxurious perfume boutique at Place Vendome in Paris. Mancera perfumes are known for being made from precious and luxurious ingredients, rare and refined materials.",5,1 Rating,"['Mancera', 'Unisex', 'Perfume', 'Masculine', 'Leather', '120 ml', '2014', 'Bergamot from Sicily, Bulgarian Rose, Violet, Leaves of Patchouly, Amber, Intense Leather, Oakmoss & Woody Notes', 'Eau de Parfum', 'Bergamot from Sicily', 'Bulgarian Rose, Violet, Leaves of Patchouly', 'Amber, Intense Leather, Oakmoss & Woody Notes.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_mancera_perfumes_wild_leather_for_women_men_eau_de_patfum.jpg,Mancera,Unisex,Perfume,Masculine,Leather,120 ml,2014,"Bergamot from Sicily, Bulgarian Rose, Violet, Leaves of Patchouly, Amber, Intense Leather, Oakmoss & Woody Notes",Eau de Parfum,Bergamot from Sicily,"Bulgarian Rose, Violet, Leaves of Patchouly","Amber, Intense Leather, Oakmoss & Woody Notes."
Elizabeth Arden 5Th Avenue,145 SAR,"5th Avenue fragrance is the symbol of wealth. This floral perfume is for the intelligent, successful and elegant woman who has a unique sense of style. 5th Avenue celebrates a woman’s justified dreams and ambitions, infinite possibilities and unlimited power. This signature perfume opens with fresh lemon notes, a splash of mandarin, and a light violet scent; all of which are enveloped in ozonic notes. The heart of the fragrance includes a beautiful bouquet of Lotus enhanced by jasmine. The prominent floral notes soften to a smooth, soapy and sweet base with gentle musk and warm amber polished by Orris and delicate cedarwood.",5,2 Rating,"['Elizabeth Arden', 'Women', 'Perfume', 'Natural', '125 ml', 'Amber, Sandalwood, Lily of the Valley, Ylang-Ylang, Bergamot', 'Eau de Parfum', 'Bergamot, Lilac, Linden blossom, Magnolia, Lily-of-the-valley, Mandarin', 'Bulgarian rose, Violet, Ylang-ylang, Jasmine, Indian tuberose, Peach, Clove, Nutmeg', 'Amber, Iris, Tibetan musk, Sandalwood, Vanilla']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_elizabeth_arden_perfumes_5th_avenue_for_women_eau_de_parfum_4.jpg,Elizabeth Arden,Women,Perfume,Natural,125 ml,"Amber, Sandalwood, Lily of the Valley, Ylang-Ylang, Bergamot",Eau de Parfum,"Bergamot, Lilac, Linden blossom, Magnolia, Lily-of-the-valley, Mandarin","Bulgarian rose, Violet, Ylang-ylang, Jasmine, Indian tuberose, Peach, Clove, Nutmeg","Amber, Iris, Tibetan musk, Sandalwood, Vanilla",,
Dolce & Gabbana K,297 SAR,"It's a woody, spicy fragrance designed for the practical man who achieves his goals without being hesitant. Its refreshing composition starts with lemon, mixed with lavender in the middle and vetiver in the base, delivering a scent that makes your charisma impressive for everyone.
About the brand:
Dolce & Gabbana is an Italian luxury fashion house founded in 1985 in Legnano by Italian designers Domenico Dolce and Stefano Gabbana. The two met in Milan in 1980 and created designs for the same fashion house. In 1982, they established a designer consulting studio; in time, it grew to become ""Dolce & Gabbana"". They presented their first women's collection in 1985 in Milan, where a year later their store opened its doors.",none,none,"['Dolce&Gabbana', 'Men', 'Perfume', 'Natural', 'Woody', '150 ml', '2020', 'Lemon, Sicilian lemon, blood orange, cardamom, juniper berries, pimento, geranium, clary sage, lavender, fig nectar, cedar, patchouli, vetiver, cypriol oil', 'Eau de Parfum', 'Lemon, Sicilian lemon, blood orange, cardamom, juniper berries, pimento', 'geranium, clary sage, lavender, fig nectar', 'cedar, patchouli, vetiver, cypriol oil']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/4/3423473101253-dolce-_-gabbana-k-by-dg_-new-edp-20-100ml-1.jpg,Dolce&Gabbana,Men,Perfume,Natural,Woody,150 ml,2020,"Lemon, Sicilian lemon, blood orange, cardamom, juniper berries, pimento, geranium, clary sage, lavender, fig nectar, cedar, patchouli, vetiver, cypriol oil",Eau de Parfum,"Lemon, Sicilian lemon, blood orange, cardamom, juniper berries, pimento","geranium, clary sage, lavender, fig nectar","cedar, patchouli, vetiver, cypriol oil"
Kun Safi Rose Safi Perfume Oil - 1.7 Tola / 20g,80 SAR,"“Discover Rose.. Trendy & fearless”
Not your typical Rose fragrance! This luxurious perfume oil has a trendy side to it, with a vibrant & lively scent extracted from Rose petals. This oil was designed for the contemporary fashionable woman, who is ready to take on the world. The modern tola bottle features an advanced technique, with a twist & apply cap ensuring accurate and smooth oil applying. Every aspect of this oil was created to guarantee a great powerful feminine sensation!
About this brand:
“Kun Safi” a collection of contemporary pure perfume oils, derived from the depths of the East culture & nature. This unique collection invites you to unlock the true meaning behind refined scented oils. “Kun Safi” is traditional yet modern, as creating perfume oils has been passed on through generation; Kun Safi brings you the same pure exquisite scents with an advanced modern design. It features a unique fragrance twist & apply cap, to distribute oil drops accurately and easily to the desired area. This technique is the latest in the oil perfume world and has been adopted by the most luxurious brands to get the best experience.",none,none,"['Kun Safi', 'Women', 'Perfume Oil', 'Charismatic', 'Oriental', '1.7 Tola / 20g', '2020', 'Rose, Amber, Musk', 'Perfume Oil', 'Rose', 'Amber', 'Musk']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/u/kun-safi-rose.png,Kun Safi,Women,Perfume Oil,Charismatic,Oriental,1.7 Tola / 20g,2020,"Rose, Amber, Musk",Perfume Oil,Rose,Amber,Musk
Burberry My Burberry EDT,209 SAR,"A beautiful floral scent from the scent of London's gardens that was wet by rain,   Enjoy the scent of flowers in all its stages. The foreground smells of lemon flowers mixed with pea flowers, and then it stokes a fragrant floral fragrance with a sugary character in the heart, until it reaches you to a base resembling gardens of damask rose and white algae that grows on trees and fragrant white musk, distinguished Look sweet and attractive with these floral notes of a unique diabetic nature.
About the brand:
Founded in 1856, Burberry is a trusted luxury design house, world famous for its accessories, tartan patterns, and sturdy trench coats . Their famous motifs are often copied and imitated across the globe; however, none can match the quality of this staple of British fashion. Their fragrances match many qualities of their apparel: classic, long-lasting, and elegant.",none,none,"['Burberry', 'Women', 'Perfume', 'Feminine', 'Floral', '50 ml', '2016', 'Sweet Pea, Bergamot, Mandarin Orange, Grapefruit, Geranium, Freesia, Quince, Passionfruit, Peach, Green Notes, Gardenia, Patchouli, Damask Rose, Rose, Leather, Musk', 'Eau de Toilette', 'Sweet Pea, Bergamot, Mandarin Orange, Grapefruit', 'Geranium, Freesia, Quince, Passionfruit, Peach, Green Notes, Gardenia,', 'Patchouli, Damask Rose, Rose, Leather, Musk']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfum_burberry_perfumes_my_burberry_for_women_eau_de_toilette.jpg,Burberry,Women,Perfume,Feminine,Floral,50 ml,2016,"Sweet Pea, Bergamot, Mandarin Orange, Grapefruit, Geranium, Freesia, Quince, Passionfruit, Peach, Green Notes, Gardenia, Patchouli, Damask Rose, Rose, Leather, Musk",Eau de Toilette,"Sweet Pea, Bergamot, Mandarin Orange, Grapefruit","Geranium, Freesia, Quince, Passionfruit, Peach, Green Notes, Gardenia,","Patchouli, Damask Rose, Rose, Leather, Musk"
Burberry Mr Burberry,178 SAR,"Mr. Burberry is a classy woody - herbal fragrance. The ingredients are inspired by the traditions of British perfumery. It opens with zesty accords of grapefruit, cardamom, and tarragon. The heart notes include birch leaf, nutmeg oil, and cedar, followed by the base of sandalwood, vetiver and guaiac wood.
About the brand:
Founded in 1856, Burberry is led by principles of design, innovation and expert craftsmanship. Their signature fragrances are presented in crafted glass bottles, with scents inspired by music and fashion, London and British icons.",none,none,"['Burberry', 'Men', 'Perfume', 'Masculine,Dynamic,Charismatic', 'Oriental,Woody', '100 ml', '2016', 'Eau de Toilette', 'Grapefruit, Cardamom, Tarragon, Birch Leaf, Nutmeg, Cedar, Lavender, Sandalwood, Guaiac Wood, Vetiver, Amberwood, Benzoin, Oakmoss']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfum_burberry_perfumes_mr_burberry_for_men_eau_de_toilette.jpg,Burberry,Men,Perfume,"Masculine,Dynamic,Charismatic","Oriental,Woody",100 ml,2016,Eau de Toilette,"Grapefruit, Cardamom, Tarragon, Birch Leaf, Nutmeg, Cedar, Lavender, Sandalwood, Guaiac Wood, Vetiver, Amberwood, Benzoin, Oakmoss",,,
Cartier Pasha Noire Sport,506 SAR,"Simple and clean, Pasha De Cartier Noire Sport blends the smooth sweetness of fruit with the masculine scent of wood. This cologne, released in 2015, opens with fresh top notes of citrus and watery accords. Sea notes in the fragrance’s heart add a wild saltiness to the mix. Rich and milky sandalwood creates the foundation of the scent’s base notes, mingling with the natural scent of cedar and warm hints of amber. A modern addition to a classic collection, this cologne’s sophisticated balance of lightness and depth is sure to intrigue.
About the brand:
Cartier is a French luxury goods conglomerate that designs, manufactures, distributes and sells jewelry and watches. Founded by Louis-François Cartier in Paris in 1847, the company operates more than 200 stores in 125 countries and is regarded as one of the most prestigious luxury goods manufacturers in the world. Expanding into the world of fragrances, the luxury house found further success, creating perfumes and care products that continue to appeal to their international customer base.",none,none,"['Cartier', 'Men', 'Perfume', 'Charismatic', 'Aromatic', '100 ml', '2015', 'Citruses, Water Notes,Sea Notes,Cedar, Sandalwood, Amber', 'Eau de Toilette', 'Citruses, Water Notes', 'Sea Notes', 'Cedar, Sandalwood, Amber']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_cartier_perfumes_pasha_noire_sport_for_men_eua_de_toilette.jpg,Cartier,Men,Perfume,Charismatic,Aromatic,100 ml,2015,"Citruses, Water Notes,Sea Notes,Cedar, Sandalwood, Amber",Eau de Toilette,"Citruses, Water Notes",Sea Notes,"Cedar, Sandalwood, Amber"
Cartier L'Envol De Cartier EDP,397 SAR,"Inspired by ambrosia, the food of the Ancient Greek gods, perfumer Mathilde Laurent introduced us to L’envol de Cartier in 2016. This men’s fragrance presents a complex, oriental scent that embodies both power and softness. The top notes of iris and violet offer a bold, green accord, while citrus notes give the combination extra zest. Heart notes of musk, Gaiac wood and honey establish the duality of this cologne with a balance of airy woodiness and mellow sweetness. A patchouli base note rounds out the masculine, earthy feel of the scent. Perfect addition for any time of the day.
About the brand:
Cartier is a French luxury goods conglomerate that designs, manufactures, distributes and sells jewelry and watches. Founded by Louis-François Cartier in Paris in 1847, the company operates more than 200 stores in 125 countries and is regarded as one of the most prestigious luxury goods manufacturers in the world. Expanding into the world of fragrances, the luxury house found further success, creating perfumes and care products that continue to appeal to their international customer base.",none,none,"['Cartier', 'Men', 'Perfume', 'Dynamic', 'Oriental', '50 ml', '2016', 'Iris, Guaiac Wood, Patchouli, Honey, Musk', 'Eau de Parfum', 'Iris, Guaiac Wood, Patchouli, Honey, Musk']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/4/3432240501042-cartier-l_envol-de-cartier-_m_-edp-80-ml.png,Cartier,Men,Perfume,Dynamic,Oriental,50 ml,2016,"Iris, Guaiac Wood, Patchouli, Honey, Musk",Eau de Parfum,"Iris, Guaiac Wood, Patchouli, Honey, Musk",,
Mont Blanc Legend Spirit,223 SAR,"Mont Blanc Legend Spirit is an aromatic - woody composition, infused with a vibrant and refreshing blend of bergamot, pink pepper, and grapefruit. The product is formulated with the top notes of a dynamic and stimulating blend of bergamot, pink pepper, and grapefruit.
About the brand:
Mont Blanc is a German company known for its fine writing instruments and luxury goods. The products first appeared in 1913 and were inspired by the peak of Mont Blanc, the highest peak in the Alps. The brand offers luxury goods such as cases, jewelry, and watches. Montblanc fragrances are produced in conjunction with Inter Parfums Inc.",4,1 Rating,"['Mont Blanc', 'Men', 'Perfume', 'Charismatic', 'Woody Oriental', '100 ml', '2016', 'Pink Pepper, Grapefruit, Bergamot, Lavender, Cardamom, Aquatic Notes, Sandalwood, Cedarwood, Cashmere Woods, Oakmoss, White Musk', 'Eau de Toilette', 'Pink Pepper, Grapefruit, Bergamot', 'Lavender, Cardamom, Aquatic Notes', 'Sandalwood, Cedarwood, Cashmere Woods, Oakmoss, White Musk']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_montblanc_perfumes_legend_spirit_for_men_eau_de_toilette.jpg,Mont Blanc,Men,Perfume,Charismatic,Woody Oriental,100 ml,2016,"Pink Pepper, Grapefruit, Bergamot, Lavender, Cardamom, Aquatic Notes, Sandalwood, Cedarwood, Cashmere Woods, Oakmoss, White Musk",Eau de Toilette,"Pink Pepper, Grapefruit, Bergamot","Lavender, Cardamom, Aquatic Notes","Sandalwood, Cedarwood, Cashmere Woods, Oakmoss, White Musk"
Mont Blanc Lady Emblem,177 SAR,"Diamonds are a signature that symbolizes love, purity, and beauty. Montblanc diamond, the luminous rays reflect infinitely and the brilliance refracts to create a prism in a dizzying range of colors, it is this masterpiece of gemological craftsmanship that inspired Montblanc’s women's fragrance
About the brand:
The Mont Blanc is named after the snow-capped peak of the Alps. The firm has made a mark in the market for prestigious writing instruments for years, but has also expanded into a plethora of different product lines, from Swiss-made watches to eyewear and fragrances in an attempt to complete the luxurious lifestyle, all capped with the emblematic white peak design. The Mont Blanc has distinctive fragrances which are reminders of special moments, aimed at men and women who know how to distinguish themselves in a royal, elegant manner.",4,1 Rating,"['Mont Blanc', 'Women', 'Perfume', 'Feminine', 'Floral', '75 ml', '2015', 'Red Currant, Marmalade, Pink Rose, Peach, Patchouli, Sandalwood, Palisander Rosewood, Musk, Raspberry', 'Eau de Parfum', 'Red Currant, Marmalade, Pink Rose, Peach', 'Patchouli, Sandalwood, Palisander Rosewood', 'Musk, Raspberry']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfum_mont_blanc_perfumes_lady_emblem_for_women_eau_de_parfum.jpg,Mont Blanc,Women,Perfume,Feminine,Floral,75 ml,2015,"Red Currant, Marmalade, Pink Rose, Peach, Patchouli, Sandalwood, Palisander Rosewood, Musk, Raspberry",Eau de Parfum,"Red Currant, Marmalade, Pink Rose, Peach","Patchouli, Sandalwood, Palisander Rosewood","Musk, Raspberry"
