Name,Price,Description,Rate,Rating_count,Details,image,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Karen Low Xchange Unlimited EDT,65 SAR,"Express your power and free soul with notes of cardamom and spicy nutmeg.
The composition is infused with creamy woody notes to boost your elegance.
The delicious notes of apple spread around to add charm to your look, captivating the hearts of everyone there.
About the brand:
Karen Low named after its founder Karen Low, who is considered one of the arms of the famous French brand Geparlys. The Paris-based brand has been producing amazing fragrances since 2008 has revealed the feminine side of women with sophisticated and well-known ingredients that won the trust of its clients.",none,none,"['Karen Low', 'Men', 'Perfume', 'Natural', 'Woody,Woody', '100 ml', '2000', 'Vetiver, Patchouli, Cedar, Apple, Woods, Cardamom, Nutmeg', 'Eau de Toilette']",none,Karen Low,Men,Perfume,Natural,"Woody,Woody",100 ml,2000,"Vetiver, Patchouli, Cedar, Apple, Woods, Cardamom, Nutmeg",Eau de Toilette,,,
John Varvatos Artisan Pure EDT,295 SAR,"This fragrance is inspired by the Khalaba Hills in Mexico and the gardens of coffee and citrus.
The glowing spicy heart has notes of ginger, which evoke feelings of vitality and enthusiasm in your heart.
A luxurious composition that is intense and concentrated to spread around all the time.
The intense base has notes of woods to deliver comfort and tranquility after a long busy day.
About the brand:
John Varvatos is an American brand for its owner, John Varvatos, which was established in 2000. The first perfume was launched in 2004 and its latest released in 2019. The perfumes of John Varvatos contain many unique, high components, confident, elegant, and masculinity with an ideal hint of softness.",none,none,"['John Varvatos', 'Men', 'Perfume', 'Dynamic', 'Citrus', '125 ml', '2017', 'Eau de Toilette', 'Marjoram, thyme, lemon, bergamot, mandarin, clementine', 'Ginger, Petitgrain', 'Amber, Orris Roots, Musk, Woods']",none,John Varvatos,Men,Perfume,Dynamic,Citrus,125 ml,2017,Eau de Toilette,"Marjoram, thyme, lemon, bergamot, mandarin, clementine","Ginger, Petitgrain","Amber, Orris Roots, Musk, Woods",
Jo Malone Wood Sage & Sea Salt EDC,413 SAR,"Your coastal journeys and beach time is in need for a scent that keeps your soul refreshed, adding to the beauty of your moments.
The sea herbs and salt fill you with vitality and reveal your elegant look in every moment.
The fragrance is infused with notes of grapefruit, which keep you revitalized and fill you with a special scent.
About the brand:
Jo Loves is a British-based fragrance brand, created by perfumer Jo Malone in 2011. The scents of bath, body and candle products were inspired by the cheerful memories and moments in her life. The perfumes are surprisingly beautiful and unexpected, leading the fragrance market and achieving high sales.",none,none,"['Jo Malone', 'Unisex', 'Perfume', 'Extravagant', 'Aromatic', '30 ml', '2014', 'Sea herbs, Mallow musk, Grape fruit, Clary sage, Sea Salt', 'Eau de Cologne']",none,Jo Malone,Unisex,Perfume,Extravagant,Aromatic,30 ml,2014,"Sea herbs, Mallow musk, Grape fruit, Clary sage, Sea Salt",Eau de Cologne,,,
Jimmy Choo Man Intense EDT,214 SAR,"An aromatic fragrance for men, starting with notes of melon and fresh mandarin.
The heart of the composition delivers vitality and enthusiasm with notes of pepper and spicy geranium.
The fragrance is your perfect choice with all your daily occasions and special nights.
The warm base has notes of tonka bean, delivering comfort and tranquility after a long busy day.
About the brand:
Jimmy Choo learned the trade from his father who was known for his handcrafted shoes. Choo took to the occupation quickly and was making shoes by himself by age 11. He was born in Penang, Malaysia and traveled to England to study and eventually stayed there and started a business in London. His first store opened in 1986 and was formerly the site of a hospital. His collections garnered critical acclaim, and he joined with Vogue magazine editor Tamara Mellon to start his personal fashion line in 1996.",none,none,"['Jimmy Choo', 'Men', 'Perfume', 'Extravagant', 'Aromatic', '50 ml', '2016', 'Alcohol Denat. (Sd Alcohol 39-C), Parfum (Fragrance), Aqua (Water), Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Limonene• Coumarin, Citronellol, Linalool, Butylphenyl Methylpropional, Geraniol, Alpha, Isomethyl Ionon', 'Eau de Toilette', 'Mandarin, Lavender, Melon', 'Wormwood, Black Pepper, Geranium', 'Labdanum, Patchouli, Tonka Bean']",none,Jimmy Choo,Men,Perfume,Extravagant,Aromatic,50 ml,2016,"Alcohol Denat. (Sd Alcohol 39-C), Parfum (Fragrance), Aqua (Water), Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Limonene• Coumarin, Citronellol, Linalool, Butylphenyl Methylpropional, Geraniol, Alpha, Isomethyl Ionon",Eau de Toilette,"Mandarin, Lavender, Melon","Wormwood, Black Pepper, Geranium","Labdanum, Patchouli, Tonka Bean"
Jesus Del Pozo Gold Cedar Nights EDP,392 SAR,"Spicy notes of cinnamon and cardamom are blended with soft creamy cedar in an amazing composition.
Enjoy the moments of happiness with this spicy woody oriental fragrance that evokes feelings of joy.
The notes of coffee and amber in the top and base boost the feeling of warmth, filling your heart with enthusiasm.
Don't hesitate to enjoy all your special occasions and get the attention you want with this distinctive scent.
About the brand:
J. Del Pozo was very successful in the fashion industry, but he also offered numerous fragrances under his name beginning in 1992. His first boutique opened in 1974 and his first collection launched in 1976. This women’s collection turned out to be an immediate success. He gained many awards throughout his career, including the National Award Cristobal Balenciaga and his legacy continues to this day through all products in his brand, including Rock On cologne. His products are marked by being authentic name brands.",none,none,"['J. Del Pozo', 'Men', 'Perfume', 'Natural', 'Woody,Woody', '100 ml', '2020', 'Eau de Parfum', 'Bergamot, Cinnamon, Coffee, Cardamom', 'Patchouli, Cedar, Praline, Nutmeg', 'Musk, Vanilla, Cedar, AMber']",none,J. Del Pozo,Men,Perfume,Natural,"Woody,Woody",100 ml,2020,Eau de Parfum,"Bergamot, Cinnamon, Coffee, Cardamom","Patchouli, Cedar, Praline, Nutmeg","Musk, Vanilla, Cedar, AMber",
Jesus Del Pozo Gold Amber Nights EDP,564 SAR,"On a prestigous night in the orient, the notes of amber come to you infused with precious guaiac wood.
Smell the notes of rose and thyme in the early hours to provide you with freshness.
The composition remains for long hours to reveal the secret behind your irresistable elegance.
Be ready for the spotlights and parties with your favourite fragrance wherever you go.
About the brand:
J. Del Pozo was very successful in the fashion industry, but he also offered numerous fragrances under his name beginning in 1992. His first boutique opened in 1974 and his first collection launched in 1976. This women’s collection turned out to be an immediate success. He gained many awards throughout his career, including the National Award Cristobal Balenciaga and his legacy continues to this day through all products in his brand, including Rock On cologne. His products are marked by being authentic name brands.",none,none,"['J. Del Pozo', 'Men', 'Perfume', 'Natural', 'Woody', '100 ml', '2021', 'Eau de Parfum', 'Rose, Thyme', 'Saffron, Sandalwood, Guaiac wood, Patchouli, Vetiver, Virginian Cedar', 'Oud, Amber, Musk, French Labdanum']",none,J. Del Pozo,Men,Perfume,Natural,Woody,100 ml,2021,Eau de Parfum,"Rose, Thyme","Saffron, Sandalwood, Guaiac wood, Patchouli, Vetiver, Virginian Cedar","Oud, Amber, Musk, French Labdanum",
Tom Daxon Iridium EDP,1121 SAR,"This fragrance provides a different presence and a very attractive and elegant look for men and women.
The carrot seeds scent in harmony with juniper breezes that refresh your soul and sparks joy in you.
The heart of this captivating perfume exudes the delicate scent of iris to express the romantic side of you.
The woody notes of the fragrance represent complexity and mystery to increase your attractiveness in all events.
About the brand:
Tom Daxon is a modern British perfume house that was founded in 2013 by its owner who discovered that perfumes was his passion since his childhood. The natural aromatic materials are the source of inspiration for Tom to create many distinctive scents.",none,none,"['Tom Daxon', 'Unisex', 'Perfume', 'Natural', 'Woody,Woody', '50 ml', '2013', 'Eau de Parfum', 'Juniper, Angelica, Carrot Seed', 'Iris', 'Vetiver, Cedar Wood']",none,Tom Daxon,Unisex,Perfume,Natural,"Woody,Woody",50 ml,2013,Eau de Parfum,"Juniper, Angelica, Carrot Seed",Iris,"Vetiver, Cedar Wood",
Tom Daxon Fuyu EDP,784 SAR,"The scent of musk will envelope you with the sweetness of white peach in this luxurious fragrance mixture.
Jasmine with iris represents the warm creamy heart of the fragrance that highlights your luxurious beauty and enhances your look.
The fragrance sparks feelings of admiration and excitement in the hearts of all around you.
The fragrance stays intense for long hours and enhances your sense of confidence and beauty until the last moments.
About the brand:
Tom Daxon is a modern British perfume house that was founded in 2013 by its owner who discovered that perfumes was his passion since his childhood. The natural aromatic materials are the source of inspiration for Tom to create many distinctive scents.",none,none,"['Tom Daxon', 'Unisex', 'Perfume', 'Feminine', 'Soft Floral', '100 ml', '2019', 'Eau de Parfum', 'White Peach', 'Jasmine, Iris', 'Soft Musk, Cedar Wood']",none,Tom Daxon,Unisex,Perfume,Feminine,Soft Floral,100 ml,2019,Eau de Parfum,White Peach,"Jasmine, Iris","Soft Musk, Cedar Wood",
Tom Daxon Midnight Saffron EDP,784 SAR,"Inhale the spicy scent of saffron at the start of your journey with this perfume that will provide you with an irresistible glow.
The heart of a very delicate floral scent exudes the tenderness of jasmine and lavender to revive the feelings of romance in your heart.
The warm woody notes of amber wood add to your attractiveness and calmness to make your look soft and sexy.
The perfect scent for men and women looking for fun and peace of mind after a busy day and events.
About the brand:
Tom Daxon is a modern British perfume house that was founded in 2013 by its owner who discovered that perfumes was his passion since his childhood. The natural aromatic materials are the source of inspiration for Tom to create many distinctive scents.",none,none,"['Tom Daxon', 'Unisex', 'Perfume', 'Extravagant', 'Aromatic', '100 ml', '2018', 'Eau de Parfum', 'Saffron', 'Lavender, Jasmine, Swede', 'Amber Wood']",none,Tom Daxon,Unisex,Perfume,Extravagant,Aromatic,100 ml,2018,Eau de Parfum,Saffron,"Lavender, Jasmine, Swede",Amber Wood,
Roos & Roos Smoke And Mirrors EDP,910 SAR,"Taste the sweetness of these delicious drops of honey with the warm ends of the fragrance and inhale the wonderful aroma of cedar.
The heart of this lively fragrance touches your heart with the warmth of myrrh and amber to swim in the arms of beauty and supreme aromatic pleasure.
Nothing exceeds the joy of freshness and vitality in all your special occasions and busy nights like this fragrance.
Do not hesitate to add this fragrance to your beauty collection now for a more sophisticated and wonderful presence.
About the brand:
Roos & Roos is a brand created by two women who are obsessed with the world of perfume and were trying to implement their ideas. It was founded in 2014 and their innovations have not stopped till this moment.",none,none,"['Roos & Roos', 'Unisex', 'Perfume', 'Modern', 'Floral Oriental', '100 ml', '2019', 'Eau de Parfum', 'Tonka Bean, Osmanthus, Amber', 'Honey, White Musk, Cedar Wood']",none,Roos & Roos,Unisex,Perfume,Modern,Floral Oriental,100 ml,2019,Eau de Parfum,"Tonka Bean, Osmanthus, Amber","Honey, White Musk, Cedar Wood",,
Joyau Unique & Sensoriel Parfums Coffeeze EDP,968 SAR,"The aromatic aromas of coffee and the authentic oud scent inspires your sense of luxury and sophistication.
The fragrance is enhanced with warmer notes of patchouli to increase the heat of the scent and evoke feelings of elegance and confidence in you.
The fragrance blend is perfectly suitable for men and women and accompanies you on all occasions and special and busy evenings.
Don't hesitate to add this amazing perfume to your beauty collection to keep its scent engraved in your mind forever.
About the brand:
Joyau Unique & Sensoriel Parfums is a leading perfume brand that embodies luxury and aromatic sophistication in its unique and amazing creations for men and women.",none,none,"['Joyau Unique & Sensoriel Parfums', 'Unisex', 'Perfume', 'Natural', 'Woody,Woody', '75 ml', '2018', 'Eau de Parfum', 'Oud, Coffee, Patchouli']",none,Joyau Unique & Sensoriel Parfums,Unisex,Perfume,Natural,"Woody,Woody",75 ml,2018,Eau de Parfum,"Oud, Coffee, Patchouli",,,
Joyau Unique & Sensoriel Parfums Cuirissime EDP,968 SAR,"This timeless fragrance is the embodiment of the spirit of the sixteenth century.
The scent is full of violet leaves and iris scents in harmony with the leather notes that adds a desired classic sense to your look.
The leather scent in the perfume boosts the luxury and strength of the fragrance and stays with you for long hours, giving you a sense of high self-esteem.
Join VIPs and the aristocracy with your luxurious scent that easily attracts everyone's attention.
About the brand:
Joyau Unique & Sensoriel Parfums is a leading perfume brand that embodies luxury and aromatic sophistication in its unique and amazing creations for men and women.",none,none,"['Joyau Unique & Sensoriel Parfums', 'Unisex', 'Perfume', 'Classical', 'Leather', '75 ml', '2018', 'Eau de Parfum', 'Violet Leaves, Iris, Leather']",none,Joyau Unique & Sensoriel Parfums,Unisex,Perfume,Classical,Leather,75 ml,2018,Eau de Parfum,"Violet Leaves, Iris, Leather",,,
Joyau Unique & Sensoriel Parfums Sexycrush EDP,814 SAR,"The sensuality of the oud and the rose leaf scent takes you on a journey to the enchanting nature.
The vanilla undertones make you addicted to the intense scent of the fragrance and you can never do without it again.
You are on a date with enjoying the splendor of nature and its timeless strength, accompanied by these amazing perfume drops.
Add excitement and suspense to your life and embark on a unique adventure that will remain engraved in your mind forever.
About the brand:
Joyau Unique & Sensoriel Parfums is a leading perfume brand that embodies luxury and aromatic sophistication in its unique and amazing creations for men and women.",none,none,"['Joyau Unique & Sensoriel Parfums', 'Unisex', 'Perfume', 'Natural', 'Woody,Woody', '100 ml', '2018', 'Eau de Parfum', 'Rose, Indian Oud, Vanilla']",none,Joyau Unique & Sensoriel Parfums,Unisex,Perfume,Natural,"Woody,Woody",100 ml,2018,Eau de Parfum,"Rose, Indian Oud, Vanilla",,,
Joyau Unique & Sensoriel Parfums Ultrahot EDP,814 SAR,"An aromatic scent that remains strong and spreads around you for long hours without fading and boosts your sense of confidence all the time.
The creamy cedar topped with the glowing heat of saffron heightens the fragrance's strength and wonderful scent.
This perfume gives you an aromatic scent that spreads around you to express your different presence in all events.
Be ready to catch the spotlight and grab attention with these concentrated and powerful fragrance drops.
About the brand:
Joyau Unique & Sensoriel Parfums is a leading perfume brand that embodies luxury and aromatic sophistication in its unique and amazing creations for men and women.",none,none,"['Joyau Unique & Sensoriel Parfums', 'Unisex', 'Perfume', 'Natural', 'Woody,Woody', '100 ml', '2018', 'Eau de Parfum', 'Oliban, Saffron, Rice']",none,Joyau Unique & Sensoriel Parfums,Unisex,Perfume,Natural,"Woody,Woody",100 ml,2018,Eau de Parfum,"Oliban, Saffron, Rice",,,
Joyau Unique & Sensoriel Parfums Noiressence EDP,814 SAR,"An aromatic scent that remains strong and spreads around you for long hours without fading and boosts your sense of confidence all the time.
The concentrated ink drops detail on your elegance and highlights your sexy charm.
The fragrance is enhanced by refreshing drops of orange with iris powder that gives your look softness and sophistication.
The fragrance gives you a refined scent like aristocratic and high-class personalities.
About the brand:
Joyau Unique & Sensoriel Parfums is a leading perfume brand that embodies luxury and aromatic sophistication in its unique and amazing creations for men and women.",none,none,"['Joyau Unique & Sensoriel Parfums', 'Unisex', 'Perfume', 'Classical', 'Leather', '100 ml', '2018', 'Eau de Parfum', 'Orange, Iris Powder, Ink']",none,Joyau Unique & Sensoriel Parfums,Unisex,Perfume,Classical,Leather,100 ml,2018,Eau de Parfum,"Orange, Iris Powder, Ink",,,
Joyau Unique & Sensoriel Parfums Sopoudrage EDP,814 SAR,"This fragrance contains the beautiful scents of flowers like iris to create this delicate floral fragrance.
Taste the sweetness of lychee dipped in the enchanting scent of roses in a delicate and dreamy fragrance.
The fragrance helps you live the moment with all its beauty and enhances your sense of fantasy and dreams.
The fragrance remains strong and spreads around you for long hours without fading and boosts your sense of confidence all the time.
About the brand:
Joyau Unique & Sensoriel Parfums is a leading perfume brand that embodies luxury and aromatic sophistication in its unique and amazing creations for men and women.",none,none,"['Joyau Unique & Sensoriel Parfums', 'Unisex', 'Perfume', 'Natural', 'Woody,Woody', '100 ml', '2018', 'Eau de Parfum', 'Iris, Rose, Litchi']",none,Joyau Unique & Sensoriel Parfums,Unisex,Perfume,Natural,"Woody,Woody",100 ml,2018,Eau de Parfum,"Iris, Rose, Litchi",,,
Etat Libre D'Orange Spice Must Flow EDP,840 SAR,"Spicy and glowing hints of captivating peppercorns and cardamom provide you with the confidence you are looking for.
The splendor of this fragrance comes from its oriental heart filled with ginger seeds arome with the delicate scent of Turkish flowers.
The fragrance is based on a soft and delicate creamy woody base that envelops you with a strong and fragrant scent that impresses all around you.
This perfume is always your best choice if you are a person of good taste and looking for excellence and exclusivity.
About the brand:
Etat Libre d’Orange is an American company that was founded in 1994. It currently offers a collection of 34 fragrances — all aspirational, all essential, based on uniqueness, audacity, and liberty. Etat Libre d’Orange offers an amazing olfactory composition, without any fetter in terms of creativity, raw materials, or expense. This is why the brand has found a huge number of enthusiastic fans.",none,none,"[""Etat Libre d'Orange"", 'Unisex', 'Perfume', 'Sensual', 'Floral', '100 ml', '2019', 'Eau de Parfum', 'Cardamom, Pepper', 'Ginger, Turkish Rose', 'Australian Sandalwood, Wood, Vanilla Absolute']",none,Etat Libre d'Orange,Unisex,Perfume,Sensual,Floral,100 ml,2019,Eau de Parfum,"Cardamom, Pepper","Ginger, Turkish Rose","Australian Sandalwood, Wood, Vanilla Absolute",
Carner Barcelona Drakon EDP,945 SAR,"A journey of glowing aromatic bliss accompanied by the luxury of leather with soft fir balm.
The heart of the fragrance touches your soul with the freshness of orange flowers and wood that have a warm and comforting aroma.
The perfume is considered a symbol of high luxury and accompanies you in all your amazing and enjoyable occasions and evenings.
The perfume fills you with an attractive and strong scent that remains spread around you and attracts the attention of all who see you for long hours.
About the brand:
Carner Barcelona is a Spanish brand founded by Sarah Carner in 2009 and her motive was to produce perfumes that are in harmony with delicate sense and true emotions. All of its perfumes were inspired by the beauty of nature to produce a distinctive and unique aromatic collection of perfumes.",none,none,"['Carner Barcelona', 'Unisex', 'Perfume', 'Natural', 'Woody,Woody', '50 ml', '2020', 'Eau de Parfum', 'French Cypress, Indian Betel Leaf, Madagascar Black Pepper', 'African Orange Flowers, Indian Cypriol Oil, Wood', 'Leather, Canadian Fir Balsam, Australian Sandalwood']",none,Carner Barcelona,Unisex,Perfume,Natural,"Woody,Woody",50 ml,2020,Eau de Parfum,"French Cypress, Indian Betel Leaf, Madagascar Black Pepper","African Orange Flowers, Indian Cypriol Oil, Wood","Leather, Canadian Fir Balsam, Australian Sandalwood",
Carner Barcelona Felino EDP,945 SAR,"This fragrance represents the unforgettable moments by accompaning it with this luxurious, strong and glowing scent.
Black leather with jasmine adds some mystery and excitement and enhances the elegance of your look.
The fragrance's dark and complex endings reflect the strength of your personality and your uniqueness on all occasions and events.
Do not hesitate to start your journey with this fragrance by experiencing the freshness of bergamot and hazelnut extract.
About the brand:
Carner Barcelona is a Spanish brand founded by Sarah Carner in 2009 and her motive was to produce perfumes that are in harmony with delicate sense and true emotions. All of its perfumes were inspired by the beauty of nature to produce a distinctive and unique aromatic collection of perfumes.",none,none,"['Carner Barcelona', 'Unisex', 'Perfume', 'Natural', 'Woody,Woody', '50 ml', '2020', 'Eau de Parfum', 'Moroccan Absinthe, Barberry, Hazelnut, Bergamot', 'Night Jasmine, Madagascar Ylang-ylang, Black Leather, Carnations', 'Myrrh Absolute, Opopanax, Styrax, Vanilla, Civet']",none,Carner Barcelona,Unisex,Perfume,Natural,"Woody,Woody",50 ml,2020,Eau de Parfum,"Moroccan Absinthe, Barberry, Hazelnut, Bergamot","Night Jasmine, Madagascar Ylang-ylang, Black Leather, Carnations","Myrrh Absolute, Opopanax, Styrax, Vanilla, Civet",
Carner Barcelona Cuirs EDP,713 SAR,"A group of natural scents from all corners of the majestic East that harmonize in a warm and exciting aromatic blend.
The classic base of the fragrance is made of oud wood and warm leather that gives your appearance the luxury and sophistication which attracts the attention of all present.
The fragrance is enhanced by Indonesian patchouli, saffron and cumin to paint your luxurious oriental identity and increase the glamour of your look.
You are up for a date with true beauty and unique elegance and confidence you are looking for and that lasts until the end of the day.
About the brand:
Carner Barcelona is a Spanish brand founded by Sarah Carner in 2009 and her motive was to produce perfumes that are in harmony with delicate sense and true emotions. All of its perfumes were inspired by the beauty of nature to produce a distinctive and unique aromatic collection of perfumes.",none,none,"['Carner Barcelona', 'Unisex', 'Perfume', 'Natural', 'Woody,Woody', '100 ml', '2011', 'Eau de Parfum', 'Saffron, Cumin', 'Violet, Australian Sandalwood, Texas Cedar, Paraguay Guaiac Wood, Indonesian Patchouli', 'Venezuelan Tonka Bean, Labdanum Absolute, Musk, Agarwood (Oud), Indian Cypriol Oil, Amyris, Dry Amber, Leather']",none,Carner Barcelona,Unisex,Perfume,Natural,"Woody,Woody",100 ml,2011,Eau de Parfum,"Saffron, Cumin","Violet, Australian Sandalwood, Texas Cedar, Paraguay Guaiac Wood, Indonesian Patchouli","Venezuelan Tonka Bean, Labdanum Absolute, Musk, Agarwood (Oud), Indian Cypriol Oil, Amyris, Dry Amber, Leather",
Mauboussin Private Club Gift Set - 3 Pcs,379 SAR,"An aromatic set for men that contains Eau de Parfum 100ml, Hajj shower gel 100ml and after shave balm 50ml
The collection comes in an elegant bag of the same color as the collection, so you can gift it to all men
The collection represents everything that modern men need to achieve the highest levels of fragrant elegance on their special occasions
The fragrance mix spreads spicy notes of cardamom and pepper to express the strength of your look and your enthusiastic spirit
About the brand:
Mauboussin is a global French brand, specializing in the world of fashion, jewelry and perfumes for women, aiming to create luxury fragrances and to enable its customers to access a common cultural heritage all over the world.",none,none,"['Eau de Parfum', 'Mauboussin', 'Men', 'Perfume Set', 'Sophisticated', 'Soft Oriental', '2018', 'Coriander, Bergamot, Cardamom, Pepper', 'Red Apple, Cinnamon', 'Patchouli, Amber']",none,Eau de Parfum,Mauboussin,Men,Perfume Set,Sophisticated,Soft Oriental,2018,"Coriander, Bergamot, Cardamom, Pepper","Red Apple, Cinnamon","Patchouli, Amber",,
Ramon Blazar Jus D'amour EDP,269 SAR,"A new distinctive aromatic experience of the finest luxury perfumes.
The fragrance composition immerses you in a sensual, fresh exciting scent that lasts for long hours.
The fragrance is designed perfectly to suit both men and women and remains intense all the time.
Shine on all your occasions and enjoy every moment of your life with this amazing perfume.",none,none,"['Ramon Blazar', 'Unisex', 'Perfume', 'Eau de Parfum']",none,Ramon Blazar,Unisex,Perfume,Eau de Parfum,,,,,,,,
LPDO Perfume Superbe Cafe EDP,199 SAR,"Warm coffee dipped into delicate roses fragrance to excite your breath in the cold winter.
Enjoy every moment as the floral breezes take you to the prosperous and exciting gardens.
Enjoy your special days and occasions with a unique glamorous look that sheds the lights on you until the last moments.
The charming notes of amber and white musk enhance the beauty of the scent and add a sense of confidence and luxury.
About the brand:
A modern distinctive Italian brand that originated in 2016. It presents a range of luxury fragrances that will make you shine anywhere you go.",none,none,"['LPDO Perfume', 'Unisex', 'Perfume', 'Sophisticated', 'Floral Oriental', '100 ml', '2020', 'Eau de Parfum', 'flowers', 'roses, coffee', 'Musk, amber, vanilla']",none,LPDO Perfume,Unisex,Perfume,Sophisticated,Floral Oriental,100 ml,2020,Eau de Parfum,flowers,"roses, coffee","Musk, amber, vanilla",
LPDO Perfume Hash Intense EDP,199 SAR,"Winter nights are cold and mysterious, needing warm exciting touches to increase your enjoyment.
The warm notes of agarwood and incense satisfy your desire for pleasure and comfort you are searching for.
The tobacco increases the mystery of the aroma and offers you a luxurious classic fragrance that attracts the attention.
This perfume is the perfect choice for men and women who love the usual, traditional and intriguing scents.
About the brand:
A modern distinctive Italian brand that originated in 2016. It presents a range of luxury fragrances that will make you shine anywhere you go.",none,none,"['LPDO Perfume', 'Men', 'Perfume', 'Extravagant', 'Green', '100 ml', '2020', 'Eau de Parfum', 'green notes, hemp', 'Wood, coffee, gum, tobacco', 'Oud, incense']",none,LPDO Perfume,Men,Perfume,Extravagant,Green,100 ml,2020,Eau de Parfum,"green notes, hemp","Wood, coffee, gum, tobacco","Oud, incense",
LPDO Perfume Fleur Noire EDP,199 SAR,"The attractive and emotional scent of the perfume is inspired by the delicate femininity.
Enjoy your radiant beauty with delicious citrus notes and a gentle gardenia breeze.
The fragrance ends with soft creamy notes to increase your sense of confidence that lasts for a long time.
The contrast of hot spices with the cool freshness of ylang-ylang enhances your glowing hot passion.
About the brand:
A modern distinctive Italian brand that originated in 2016. It presents a range of luxury fragrances that will make you shine anywhere you go.",none,none,"['LPDO Perfume', 'Unisex', 'Perfume', 'Extravagant', 'Citrus', '100 ml', '2020', 'Eau de Parfum', 'Mandarin, citrus, bergamot, black gardenia', 'sandalwood, patchouli, incense, vanilla']",none,LPDO Perfume,Unisex,Perfume,Extravagant,Citrus,100 ml,2020,Eau de Parfum,"Mandarin, citrus, bergamot, black gardenia","sandalwood, patchouli, incense, vanilla",,
Boulevard Paris Haussmann EDP,199 SAR,"This fragrance represents the luxury and glory of France with its fancy modern fashion.
Enjoy the latest new fashion trends with a luxurious attractive fragrance.
It tells the story of a French citizen living in the lively atmosphere of Paris, surrounded by the scents of tonka bean and refreshing pineapple leaves.
The perfume base will take you to the outskirts of the city, where the atmosphere of mystery and suspense is to live a special adventure.
About the brand:
Boulevard Paris is a French brand that offers a variety of luxury French perfumes that carry the ancient french style with a modern contemporary touch. It uses the finest and the rarest luxury perfumes.",none,none,"['Boulevard Paris', 'Men', 'Perfume', 'Sophisticated', 'Floral Oriental', '100 ml', 'Eau de Parfum', 'Lavandin, bergamot, pineapple leaves', 'Jasmine, Rose, Cedarwood', 'Ambroxan, Sandalwood, Tonka Bean, Evernyl']",none,Boulevard Paris,Men,Perfume,Sophisticated,Floral Oriental,100 ml,Eau de Parfum,"Lavandin, bergamot, pineapple leaves","Jasmine, Rose, Cedarwood","Ambroxan, Sandalwood, Tonka Bean, Evernyl",,
Boulevard Paris Champ De Mars EDP,199 SAR,"The fresh lovely gardens of Paris on the sight of the charming Eiffel Tower is a scene that will always be carved in your memory.
Enjoy the spirit of the enchanting French city with the delicate notes of rosemary and cedar.
The harmony of leather and suede adds some classic luxury details and evokes feelings of power.
A dark warm soft aromatic composition immerses you with an attractive scent and lasts for a long time.
About the brand:
Boulevard Paris is a French brand that offers a variety of luxury French perfumes that carry the ancient french style with a modern contemporary touch. It uses the finest and the rarest luxury perfumes.",none,none,"['Boulevard Paris', 'Men', 'Perfume', 'Extravagant', 'Aromatic', '100 ml', 'Eau de Parfum', 'rosemary, cardamom, grapefruit', 'musk, ylang-ylang, tuberose, atlantic cedar, frankincense', 'vetiver, Atlas cedar, leather, chamois']",none,Boulevard Paris,Men,Perfume,Extravagant,Aromatic,100 ml,Eau de Parfum,"rosemary, cardamom, grapefruit","musk, ylang-ylang, tuberose, atlantic cedar, frankincense","vetiver, Atlas cedar, leather, chamois",,
Yves Saint Laurent La Nuit de L'Homme Bleu Électrique EDT,379 SAR,"Classic, soft scent for men with a high spirit and refined taste.
Join men from high society and aristocracy with this glowing blend of ginger and cardamom.
The heart of the fragrance exudes a lively geranium breeze to enhance your sense of freshness and freedom.
Enjoy all your different occasions and gatherings with the distinctive scent of this perfume that draws the attention of everyone around you.
About the brand:
Yves Saint Laurent is a French luxury fashion house that's considered one of the most outstanding fashion houses in the world. It was founded by its owner and international designer Yves Saint Laurent and his friend Bergé in 1961. The company offers a wide range of products. It is known for its modern and creative pieces of ready-to-wear items for women and men, as well as, accessories, leather products, and watches. The brand's first fragrance was launched in 1981. Since then, it has gained its unique position in the world of perfumes.",none,none,"['Yves Saint Laurent', 'Men', 'Perfume', 'Charismatic', 'Floral Oriental', '60 ml', 'Alcohol, Water, Fragrance, Linalool, Butyl Methoxydibenzoylmethane, Limonene, Coumarin, Alpha-isomethyl Ionone, Geraniol, Citral, Citronellol Isoeugenol, Ci 42090 / Blue 1, Ci 60730 / Ext. Violet 2', 'Eau de Toilette', 'Bergamot, Ginger, Cardamom', 'Geranium, Lavender', 'Vetiver, Rice']",none,Yves Saint Laurent,Men,Perfume,Charismatic,Floral Oriental,60 ml,"Alcohol, Water, Fragrance, Linalool, Butyl Methoxydibenzoylmethane, Limonene, Coumarin, Alpha-isomethyl Ionone, Geraniol, Citral, Citronellol Isoeugenol, Ci 42090 / Blue 1, Ci 60730 / Ext. Violet 2",Eau de Toilette,"Bergamot, Ginger, Cardamom","Geranium, Lavender","Vetiver, Rice",
