Name,Price,Rating,Brand,Gender,ProductType,Fragrance_family,Character,Ingredients,Concentration,Top_note,Middle_note,Base_note,Size,Year
Atkinsons Oud Save The Queen Perfume Oil,653 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Atkinsons Oud Save The King Perfume Oil,653 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Atkinsons 24 Old Bond Street Triple Extract Perfume Oil,653 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Givenchy L'interdit Set (EDT 50 ml + Body Lotion 75 ml),369 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Givenchy L'interdit Set (EDP 80 ml + Body Lotion 75 ml + Shower Gel 75 ml),399 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Givenchy Gentleman Boisée Set (EDP 100 ml + EDP 12.5 ml),389 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Profumo di Pantelleria Aire EDP,828 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Profumo di Pantelleria Passum EDP,828 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Profumo di Pantelleria Jailia EDP,828 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Profumo di Pantelleria Joyann EDP,828 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Profumo di Pantelleria Profumi di Pantelleria EDP,828 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
The Harmonist Sun Force EDP,1508 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
The Harmonist Sacred Water Refill EDP,503 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
The Harmonist Sacred Water EDP,951 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
The Harmonist Royal Earth Refill EDP,503 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
The Harmonist Royal Earth EDP,951 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
The Harmonist Moon Glory EDP,1508 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
The Harmonist Matrix Metal Refill EDP,503 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
The Harmonist Matrix Metal EDP,951 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
The Harmonist Golden Wood Refill EDP,503 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
The Harmonist Golden Wood EDP,951 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Ormonde Jayne Ta'if Elixir EDP,1120 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Ormonde Jayne Royal Elixir EDP,991 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Ormonde Jayne Osmanthus Elixir EDP,991 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Ormonde Jayne Levant EDP,762 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Ormonde Jayne Isfarkand Elixir EDP,991 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Ormonde Jayne Indus EDP,762 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Ormonde Jayne Privé EDP,820 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Maison Crivelli Rose Saltifolia EDP,890 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Maison Crivelli Citrus Batikanga EDP,890 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Maison Crivelli Osmanthe Kodoshan EDP,890 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Maison Crivelli Lys Solaberg EDP,890 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Maison Crivelli Iris Malikhân EDP,890 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Les Eaux Primordiales Tubereuse Supercritique EDP,961 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Les Eaux Primordiales Superfluide Rosewood EDP,1262 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Les Eaux Primordiales Superfluide Oud EDP,1005 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Les Eaux Primordiales Superfluide Musk EDP,1262 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Les Eaux Primordiales Superfluide Ambre EDP,1262 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Les Eaux Primordiales Supercritique Rose EDP,961 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Les Eaux Primordiales Supercritique Magnolia EDP,961 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Les Eaux Primordiales Saffron Superfluide EDP,1262 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Les Eaux Primordiales Mécanique Intuitive EDP,916 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Les Eaux Primordiales Couleur Primaire EDP,916 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Gucci Flora Gorgeous Gardenia EDP,650 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Givenchy Gentleman Set (Boisée EDP 75 ml + De Ducha Gel 75 ml),399 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Givenchy Irresistible Set (EDP 50 ml + Lotion 75 ml + Lip Palm 1.5 g),295 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Givenchy L’Interdit Gift Set (Hydrating Lotion 75 ml + EDT 80 ml + Le Rouge Velvet Lipstick),399 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Givenchy L'Interdit Set (EDP 50 ml + Body Lotion 75 ml),295 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Givenchy L'interdit Set (EDP 50 ml + Mini lipstick + Mini mascara),295 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Giorgio Armani Emporio Armani Because It's You,392 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Penhaligon's Zizonia,1043 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
B96 Michel Girard Geranium Pepper EDP,549 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
B96 Michel Girard Cinnamon Cedarwood EDP,549 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
B96 Bertrand Duchaufour Rose Patchouli EDP,549 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
B96 Bertrand Duchaufour Iris Ginger EDP,549 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
B96 Amandine Galliano Cocoa Praline EDP,549 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
B96 Amandine Galliano Peony Vanilla EDP,549 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums World Eternal Ice EDP,552 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums World White Stones EDP,552 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums World Southern Sun EDP,552 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums World Air After Rain EDP,552 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums World Moving Dunes EDP,552 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums World Pure Water EDP,552 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums Prive Saint Cuir EDP,661 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums Prive Wood Sultan EDP,661 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums Prive Roses De La Nuit EDP,661 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums Prive Liquid Gold EDP,661 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums Black Vanilla Man EDP,506 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums Citrus Liqueur Woman EDP,506 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums Velvet Cachemir Woman EDP,506 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums Profumo Rosa Woman EDP,506 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums Vetiver Royale Man EDP,506 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums Acqua Intense Man EDP,506 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Exuma Parfums Ambre d'Orient Woman EDP,506 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Michael Kors Gorgeous EDP,475 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
Ideo Parfumeurs Weekend a Fontainebleau EDP,653 SAR,none,Versace,Women,Perfume,Woody,Sophisticated,2014,"Sicilian lemon, Calabrian bergamot, pomegranate accords, lemon, sambac jasmine, peony, sandalwood, ambrox, musk, various woody notes.",Eau de Toilette,"Sicilian lemon, Calabrian bergamot, Pomegranate","lemon, sambac jasmine, peony",Gold,100 ml
