Name,Price,Description,Rate,Rating_count,image,Brand,Gender,Product_Type,Character_x,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Laurent Mazzone Scandinavian Crime,1208,"Dare to be seduced with Stronger with Laurent Mazzone Scandinavian Crime perfume? Allow this oriental spicy perfume, molded by the energy of modernity and the easy nonchalance of youth, to handle you. People who wear it as a second skin have inherited a confident elegance and sophisticated aroma. This perfume introduces a warm, sensual touch of spices blended with agarwood (oud), patchouli, and sandalwood. Incense, amber, vanilla, and musk revolve at the base to add oriental charm and warmth.",none,none,none,Laurent Mazzone,Unisex,Perfume,Natural,Woody,100 ml,2016,"cardamom, pepper, ginger, coriander, agarwood, patchouli, sandalwood, incense, amber, labdanum, vanilla and musk",Extrait de Parfum,"cardamom, pepper, ginger","damascena rose,lilac bunches,lily of the valley.","benzoin, amber, musk."
Laurent Mazzone Chemise Blanche,1208,"A floral fragrance that keeps you as chic as always. The composition has upper notes of bergamot, followed by iris in the middle and musk in the base, delivering a sensual scent that fills your soul with the happiness and joy you deserve.",none,none,none,Laurent Mazzone,Women,Perfume,Sensual,Floral,100 ml,2013,"aldehydes, bergamot, mandarin orange, iris, lily-of-the-valley, rose, musk, benzoin, tonka bean, amber",Extrait de Parfum,"aldehydes, bergamot, mandarin orange","oil of ylang-ylang (4%), egyptian geranium,clove,frangipani,indole.","vanilla, musk, benzoin, amber."
D'Orsay Etiquette Bleue,667,"Stay refreshed and elegant for a long time with this citrus fragrance. The composition has upper notes of rosemary, middle notes of rosewood and base notes of vanilla, delivering an attractive scent that keeps all the eyes on your charming look.",none,none,none,D'Orsay,Unisex,Perfume,Dynamic,Citrus,100 ml,2019,"amalfi lemon, rosemary, bergamot, orange, orange blossom, opoponax, myrrh, brazilian rosewood, sandalwood, vanilla, amber",Eau de Toilette,"amalfi lemon, rosemary, bergamot, orange","orange blossom, jasmine, orchid","vetiver, ambergris, vanilla and sugar."
CnR Create Star Sign Aquarius,518,"Impress everyone there and get all the attention you desire with this floral fruity fragrance. The composition features notes of lily in the top, thyme in the heart and iris in the base, revealing an attractive fragrance with a long-lasting effect for the day and night.",none,none,none,CnR Create,Women,Perfume,Extravagant,Fruity,50 ml,2008,"lily, passionfruit, camelia, jasmine, lily-of-the-valley, immortelle, thyme, marjoram, iris, bay leaf",Eau de Parfum,"lily, passionfruit, camelia, jasmine","coriander, agarwood, patchouli, sandalwood","patchouli,heather sprigs,cocoa powder."
Atelier Flou Shamsin,1139,"It's an oriental floral fragrance inspired by the eternal charm of the orient. The irresistable composition features notes of jasmine in the top, iris in the middle and patchouli in the base, providing you with a gorgeous scent that boosts your presence with self-confidence and charisma.",none,none,none,Atelier Flou,Women,Perfume,Modern,Floral Oriental,100 ml,2014,"jasmine, narcissus, labdanum, olibanum, rose, iris, patchouli, vanilla, cedar, musk",Eau de Parfum,"jasmine, narcissus","iris, lily-of-the-valley, rose","immortelle absolute , sandalwood notes, amber, vanilla, musk."
A Lab on Fire Liquidnight,667,"A woody spicy fragrance that keeps you refreshed and in a good mood. The composition combines notes of lime in the top, followed by lavender in the middle and vanilla in the base, providing you with an amazing scent that makes your presence noticed and signature touched.",none,none,none,A Lab on Fire,Unisex,Perfume,Romantic,Floral,60 ml,2012,"bergamot, lime, safran, sage, lavender, hinoki wood, incense, vanilla, musk",Eau de Parfum,"bergamot, lime, safran","orange blossom, opoponax, myrrh, brazilian rosewood",patchouli
Carven Paris La Havane,799,"This oriental fragrance is inspired by an amazing journey to Havana. The sensual composition has notes of Cuban tobacco, patchouli and leather, providing you a masculine and elegant scent that draws the attention toward your presence wherever you go.",none,none,none,Carven,Men,Perfume,Extravagant,Aromatic,125 ml,2019,"mandarin orange, black pepper, elemi resin, lavender, cuban tobacco, rose, patchouli, amber, leather",Eau de Parfum,"mandarin orange, black pepper, elemi resin","lily of the valley, immortelle, thyme, marjoram","incense, amber, labdanum, vanilla and musk"
Van Cleef & Arpels California Reverie,732,"Van Cleef & Arpels California Reverie EDP is a women fragrance filled with acidic and sunny notes on layers of seductive flowers. The parfume contains a mixture of mandarin orange, orange blossom, frangipani, beeswax and vanilla.",none,none,none,Van Cleef & Arpels,Women,Perfume,Romantic,Floral,75 ml,2014,"mandarin orange, neroli, jasmine sambac, frangipani, beeswax, vanilla.",Eau de Parfum,mandarin orange blossom.,"labdanum, olibanum, rose, iris","musk, benzoin, tonka bean, amber"
Creed Pure White Cologne,2737,"This perfume is often compared to a burst of English mist. This citrusy blend gives way to subtle sweetness and powdery elegance, calling to mind the fine mist of a foggy London day. The fragrance's blend lasts with you for a long time with an attractive, wonderful scent.",none,none,none,Creed,Unisex,Perfume,Extravagant,Aromatic,250 ml,2011,"lemon, bergamot, grapefruit, galbanum, pears, baby grains, amber, white musk, rice powder",Eau de Parfum,"lemon, bergamot, grapefruit","sage, lavender, hinoki wood","sandalwood, vanilla, amber"
Van Cleef & Arpels Gardenia Petale,732,"Van Cleef & Arpels Gardenia Petal EDP is a stylish, generous, luxurious fragrance that awakens the senses; Gardenia Petal captures all stages in the life of the gardenia flower. The parfume, high quality, compositions opens with an inimitable accord of fresh, green and citrus notes, followed by floral touches of delicate lily-of-the-valley and exotic jasmine and finishing with the elegant, femininity of gardenia flowers in full bloom at dawn.",none,none,none,Van Cleef & Arpels,Women,Perfume,Romantic,Floral,75 ml,2009,"white flowers, gardenia, herbal scents, citrus fruits, lily of the valley and jasmine.",Eau de Parfum,"white flowers, and gardenia","lavender, cuban tobacco, rose","iris, bay leaf"
Memo Paris Lalibela Oud,2070,"This amazing fragrance will take you on a journey of renewed pleasure. It has a blend of wonderful notes including Orchid, jasmine, coconut and patchouli, mixed with notes of vanilla, tobacco, olibanum, labdanum and agarwood. It has a long-lasting effect that you will not resist.",none,none,none,Memo Paris,Unisex,Perfume,Romantic,Floral,75 ml,2013,"orchid, jasmine, coconut, patchouli, vanilla, tobacco, olibanum, labdanum, agarwood",Eau de Parfum,"orchid, jasmine, coconut",ful and frangipani.,"patchouli, vanilla, cedar, musk"
Memo Paris Moon Leather,2225,"A citrus fragrance with bitter orange, grapefruit and lemon that blends with orange blossom, sage and pigeon blossom. It comes with vetiver, leather and tonka bean that give you hot and erotic feeling.",none,none,none,Memo Paris,Unisex,Perfume,Extravagant,Citrus,75 ml,2016,"orange, grapefruit, lemon, neroli, sage clary, lemon vibrana, vetiver, leather, tonka beans",Eau de Parfum,"orange, grapefruit, lemon","gilbanum, pears, small grains","incense, vanilla, musk"
Chopard Aigle Imperial,1564,"Eau de Parfum with precious natural oud, Arabian jasmine and Mandarin orange that blended with water notes of bergamot and ginger. It is a luxurious perfume for men leaves refreshed and vibrant fragrance.",none,none,none,Chopard,Men,Perfume,Extravagant,Citrus,100 ml,2017,"citrus, tea, ginger, spices, sea scents, patchouli, amber, agarwood, vera woods, aromatic rice",Eau de Parfum,"citrus, tea, ginger, spices","herbal scents, and citrus fruits","patchouli, amber, leather"
Alexandre.J The Collector Iris Violet ,620,"Longing for a sensual feminine aroma that reveals a charming and joyous floral impression? Tribute to this Iris Violet flower, a symbol of the French royalty and key to joy and comfort. This parfume has the power to thrill you with shimmering colors and exulting fragrance. This seductive symphony is a breath-taking fusion of Oriental desert and the French baroque architecture to take your soul to an exciting journey in the east. This parfume creates cheerful and vibrant notes composed of Bergamot, Apple, Fruity Notes, Jasmine, Rose, Vanilla, Musk, Patchouli, Cashmeran, Olibanum, Cedar, Benzoin that can awake all your strong emotions and revive your sweet memories.",none,none,none,Alexandre.J,Women,Perfume,Romantic,Floral,100 ml,2015,"bergamot, apple, fruity notes, jasmine, rose, vanilla, musk, patchouli, cashmeran, olibanum, cedar, benzoin",Eau de Parfum,"bergamot, apple, fruity notes","patchouli, vanilla, tobacco",beeswax and vanilla.
Lalique Fruits Du Mauvement,985,"Fruits Du Mauvement is a Floral and Fruity fragrance that contains majestic scents that can give you the sexy aura that you need to mesmerize and captivate The composition starts with a playful mandarin note accompanied by a tangy shade of black pepper and a sharp hint of ginger. The heart is a burst of fruity scents, exhilarating jasmine absolute and classy plums. The dry-down closes with cashmeran, sweet amber and sexy sandalwood. Fruits Du Mauvement is a bewitching, irresistible fragrance that uplifts the spirits and boosts the mood. It is a perfect scent for daytime and warm weather.",none,none,none,Lalique,Unisex,Perfume,Extravagant,Floral,100 ml,2017,"ginger, black pepper, mandarin orange, plum, jasmine, fruits, amber, cashmere, sandalwood.",Eau de Parfum,"black pepper, mandarin, ginger","neroli, clary sage, lemon fibrana","amber, white musk, rice powder"
Boadicea The Victorious Imperial,1314,"An oriental fragrance by Christian Provenzano with a woody scent of Brazilian rosewood, oud, guaiac wood and sandalwood that combines with a soft smell of lavender, rose and fresh jasmine. This fragrance adds a warm and powerful sense of amber and musk.",none,none,none,Boadicea,Unisex,Perfume,Extravagant,Aromatic,100 ml,2012,"feathered, lavender, brazilian rosewood, queen flowers, freesia, jasmine, rose, geranium, agarwood, patchouli, sandalwood, lapanium, leather, amber, guaiac wood, olympium, musk, cyprol",Eau de Parfum,"feather, lavender, brazilian rosewood, queen flowers","marine scents, frankincense, patchouli",lily of the valley and jasmine.
Boadicea The Victorious Complex,891,An aromatic smokey fragrance with resins and musk that combines with a fresh herbal of basil and sage. This fragrance adds confident and sensuous feelings with a warm touch of violet and incense,none,none,none,Boadicea,Unisex,Perfume,Charismatic,Floral Oriental,100 ml,2010,"violet, basil, sage, gum, olympium, oud, incense, musk",Eau de Parfum,"violet, basil, sage","jasmine, rose","olibanum, labdanum, agarwood"
Boadicea The Victorious Chariot,1509,"An Oriental Floral fragrance with sweety fruit of apple, black currant and red berries that combines with tuberose, neroli, ylang-ylang. This fragrance mixes with a soft and fresh scent of jasmine, rose, and cherry that all come with a loveable scent of vanilla.",none,none,none,Boadicea,Unisex,Perfume,Extravagant,Fruity,100 ml,2015,"cherry, black currant, apples, green lemon, bergamot, rose, jasmine, ylang-ylang, neroli, tuberose, nutmeg, cardamom, cherry blossoms, freesia, patchouli, bardi, vanilla, musk, oud, algae, benzoin, saffron, sandalwood, cedar wood",Eau de Parfum,"cherry, black currant, apples, green lemon, bergamot","fruity notes, jasmine, plum","vetiver, leather, tonka beans"
Alexandre.J The Collector Silver Ombre,620,"Silver Ombre Perfume by Alexandre.J is a women's perfume, which was launched in 2012. This perfume has refreshing opening notes of pear and lemon followed by heart notes of rose, sandalwood, sweet cloves, and olibanum. Animalic musk and amber form the lingering base for this perfume. The lasting fragrance of Silver Ombre will keep you fresh from morning to night.",none,none,none,Alexandre.J,Women,Perfume,Feminine,Soft Floral,100 ml,2012,"alcohol denat., fragrance (parfum), water (aqua), citronellol, geraniol, linalool, eugenol, amyl cinnamal, citral",Eau de Parfum,"lemon, pear","freesia, jasmine, rose, geranium","oud, vera woods, aromatic rice"
Alexandre.J The Collector Rose Oud,620,"Rose Oud Perfume by Alexandre.J is a feminine perfume that appeals with its sweet and spicy notes that remind you of warm summers. The fruity opening notes of apple, lemon, toffee, and raspberry invite attention. The middle notes of rose, white woods, patchouli, and saffron beautifully blend with amber and vanilla to lend a sweet and spicy character.",none,none,none,Alexandre.J,Women,Perfume,Feminine,Oriental,100 ml,2012,"alcohol denat., fragrance (parfum), water (aqua), citronellol, alpha-isomethyl ionone, geraniol, limonene, linalool, eugenol, citral, cinnamyl alcohol",Eau de Parfum,"lemon, raspberry, toffee, apple","olympium, gum","vanilla, musk, patchouli, cashmeran, olibanum, cedar, benzoin"
Xerjoff V Accento EDP,1323,"It is an oriental woody fragrance for women and men with a composition that begins with notes of Hyacinth, Pineapple, the heart notes of Iris, Jasmine, Pink Pepper that represents the essence of the perfume, and the base notes of Vetiver, Musk, Patchouli, Amber, Vanille which stays with you throughout the day.",none,none,none,Xerjoff,Unisex,Perfume,Natural,Woody,100 ml,2010,"hyacinth, pineapple, iris, jasmine, pink pepper, vetiver, musk, patchouli, amber, vanille",Eau de Parfum,"hyacinth, pineapple","roses, jasmine, ylang-ylang, neroli, tuberose, nutmeg, cardamom, cherry blossoms, freesia","kashmir, amber, sandalwood"
Majda Bekkali J'ai Fait Un Re've Obscur,1024,"This oriental unisex fragrance in inpired by that wonderful portrait that depicts the love of life. The nice composition of jasmine, bergamot and oud will boost your self-confidence at any time of the day.",none,none,none,Majda Bekkali,Unisex,Perfume,Charismatic,Oriental,120 ml,2010,"jasmine, vanilla, bergamot, cashmere wood, oud, saffron, cedar, pink pepper",Eau de Parfum,"jasmine, vanilla, bergamot","rose, olibanum, sandalwood, clove bud","agarwood, patchouli, sandalwood, labanium, leather, amber, guaiac woods, olebanium, musk, ciprol"
Cartier III L'heure Vertueuse,1081,"Released in 2012, III L'Heure Vertueuse by Cartier is a perfume for both women and men, which is famous for its green-spicy scent. III L'heure Vertueuse will walk you through a magic garden, to inhale the enchanting perfumes of miraculous plants. It offers you an aromatic caress of the fresh, gentle green notes of sweet lavender, citrusy verbena, earthy thyme, and woodsy rosemary. This Eau de Parfum comes in a simple transparent falcon that unveils a green liquid of magnificent aroma. A fresh and fruity scent that uplifts your outfit to new levels.",none,none,none,Cartier,Unisex,Perfume,Natural,Aromatic,75 ml,2012,"lavender, verbena, thyme, rosemary",Eau de Parfum,lavender,"rose, patchouli, saffron, white wood","oud, incense, musk"
Bvlgari Le Gemme Imperiali Desiria,1524,A luscious fragrance that takes you takes you to a journey through a luxuriant royal garden of the Tang empire. This fragrance leaves love and passion feelings with a light scent of spring blooms. To enjoy vitality and sensual touch.,none,none,none,Bvlgari,Women,Perfume,Charismatic,Floral Oriental,100 ml,2016,"musk, rose, mongolia flower",Eau de Parfum,"musk, rose, mongolia flower","iris, jasmine, pink pepper","patchouli, bardi, vanilla, musk, oud, algae, benzoin, saffron, sandalwood, cedar"
Bvlgari Le Gemme Reali Rubinia,1524,"A romanity fragrance that symbolizes to a flamboyant gemstone called ""The Ruby"". This Oriental fragrance combines with Mandarin, Sandalwood and Tonka Bean that gives a pleasant and passionate sense that surrounds you all day.",none,none,none,Bvlgari,Women,Perfume,Romantic,Soft Floral,100 ml,2018,"mandarin, orange flowers, jasmine, balsam, sandalwood, vanilla, tonka beans, saffron violet, agarwood",Eau de Parfum,mandarin,"cashmere wood, oud","modern musk, amber"
Acqua Di Parma Oud Special Edition,1265,"This parfume comes in a special-edition bottle. It is extremely unique and glamorous, it manifests the beauty of the deep and warm Oud oil which is very rare oil extracted from agarwood. It is an irresistible fragrance for everyday use.",none,none,none,Acqua Di Parma,Unisex,Perfume,Charismatic,Woody Oriental,180 ml,2019,"citrus bergamia, sweet orange, torchwood, cilantro, oud, leather, musk, cedar wood, patchouli, sandalwood.",Eau de Cologne,orange and calabrian bergamot,"vverbena, thyme","musk, amber, vanilla"
Bond No 9 Madison Avenue,1639,"Madison Avenue is a sweet, fruity and floral joy. This long-lasting perfume can go the distance and keep you wrapped up in its beautiful fragrance all day long. Wear it during the spring to compliment the blossoming flowers in your neighborhood. The scent is part of the chypre family and brings a fresh, crispness to the scene. The top notes dance to blackberry, apple, and bergamot. The heart notes continue the performance with rose, magnolia, and jasmine. The base concludes with patchouli, praline, and ambroxan. This product was released in 2016 and it comes in an elegant 100 ml star-shaped pink bottle.",none,none,none,Bond No 9,Women,Perfume,Feminine,Floral,100 ml,2016,"apple, bergamot, blackberry,rose, jasmine, magnolia,patchouli, pralinã©, ambroxan",Eau de Parfum,"apple, bergamot, blackberry","musk, rose, mongolia flower","vetiver, musk, patchouli, amber, vanille"
Bond No 9 B9 Perfume,1737,"Released in 2015, Bond No. 9 Dubai B9 delivers a hint of spice with layers of intrigue and sensuality in every spritz. This fragrance from Bond No. 9 was inspired by and conceived for the brandâ€™s main Bond Street store location in New York. Crafted for both men and women, the cologne hits upon the perfect balance between feminine and masculine. The scentâ€™s captivating fragrance notes are comprised of the intimate leathery aroma of saffron, the intoxicatingly popular floral scent of gardenia, cozy and warm amber and sensual musk.",none,none,none,Bond No 9,Unisex,Perfume,Romantic,Floral,100 ml,2015,"saffron, citric notes,gardenia, jasmine, orchid,amber, oakmoss, musk, sandalwood, vetiver",Eau de Parfum,"saffron, citric notes","orange flowers, jasmine, balsam, sandalwood","saffron, cedar, pink pepper"
Thierry Mugler Chyprissime,946,"An elegant and sophisticated parfume for bothe men and women. Once you open the bottle, the classical notes of bergamot and orange will explode, and transform into a dreamy parfume that can be used anytime and anywhere, for a more attractive presence.",5,1,none,Mugler Les Exceptions,Unisex,Perfume,Charismatic,Aromatic,80 ml,2014,"bergamot, oranges, oakmoss - oak moss, patchouli, pear.",Eau de Parfum,"bergamot, oranges","amyris, coriander and agarwood oud","thyme, rosemary"
Elie Saab Essence No.1 Rose,623,"A deep floral fragrance that compose a great unique group of rose. It starts with Bulgarian and Turkish roses to feel calm, comfortable and joyful. Moving to petal and damask roses in the heart to enjoy beautiful mornings of roses. While in he base, you can enjoy he most wonderful scents of Grasse and Turkey.",none,none,none,Elie Saab,Unisex,Perfume,Romantic,Floral,100 ml,2014,"bulgarian and turkish roses, petal and damask roses",Eau de Parfum,bulgarian and turkish roses,"rose, jasmine, magnolia","musk, rose, mongolia flower"
Lalique Rose Royale Noir Premier 1938,985,"Lalique Rose Royale Noir Premier 1938 is a fruity floral fragrance for both men and women. A very classy and modern scent, Rose Royale will last and linger as it sweetly mingles with your skin. Peach and Apricot open the fragrance with a sweet welcome. The ephemeral opening fades away to be overcome by the exotic Osmanthus and Rose Absolute in the heart. Musk dominates the base with a faint trace of sweet Cashmere Wood. Lalique Rose Royale is an elegant fragrance that combines luscious fruit accords and exotic tones to produce a sensational scent.",none,none,none,Lalique,Unisex,Perfume,Charismatic,Oriental,100 ml,2014,"peach, apricot,osmanthus, rose, cashmere wood, musk.",Eau de Parfum,"apricot, peach","gardenia, jasmine, orchid","vanilla, tonka bean, saffron violet, agarwood"
Stephane Humbert Lucas Soleil De Jeddah,1358,"STEPHANE HUMBERT LUCAS Soleil de Jeddah Perfume for Men and Women its a ver luxury and wonderful blend of scents you will fallin love with. A wise combination of earthy and light notes like chamomile, leather and iris inspired by the amazing Jeddah City spirit!",none,none,none,Stephane Humbert,Unisex,Perfume,Romantic,Floral,50 ml,2013,"osmanthus, chamomile, lemon, iris, ambergris, leather, vanilla, iris",Eau de Parfum,"osmanthus, chamomile, lemon",oakmoss,"sandalwood, leather, cedar, patchouli and musk"
Bvlgari Le Gemme Ambero,1524,"A warm Woody Oriental fragrance with Amber and Vetiver that mixes with spicy Ginger, Pink Pepper and Saffron. This fragrance adds an elegant and powerful touch with a delicate scent of incense and amber",none,none,none,Bvlgari,Men,Perfume,Sophisticated,Oriental,100 ml,2016,"olibanum, saffron, pink pepper, ginger",Eau de Parfum,"olibanum, saffron",petal and damask roses,"patchouli, pralinã©, ambroxan"
Marly Darcy,1150,This stunning floral fragrance increases your natural beauty with its sensual and delicate aroma that gives attractive and vitality look at all your special occasions.,none,none,none,Parfums de Marly,Women,Perfume,Romantic,Floral,75 ml,2014,"citrus, bergamot, neroli, jasmine, rose, patchouli, gourmand, white musk, woods",Eau de Parfum,"citrus, bergamot, neroli","rose absolute, osmanthus","amber, oakmoss, musk, sandalwood, vetiver"
Caron Pour Un Homme De Caron,540,"This fragrance was the first parfume intended exclusively for men since 1934 that inimitable harmony of the most beautiful lavenders of the Alpes de Provence, mixed with vanilla. This fragrance adds a warm and strong scent of amber and precious wood that helps to accomplish all your hard decisions.",none,none,none,Caron,Men,Perfume,Extravagant,Aromatic,125 ml,1934,"lavender, vanilla, musk",Eau de Toilette,lavender,"iris, ambergris","patchouli, pear."
The Different Company Oriental Lounge,518,Live the oriental Arabian nights and act like the Arab sultans. You'll feel the bewitching and the passionate romance when you press on your bottle's pump and travel with your imagination to an oriental palace with its magical mysteries with amber and red rose fragrance.,none,none,none,The Different Company,Unisex,Perfume,Charismatic,Oriental,50 ml,2009,"curry leaves,sweet pepper,bergamot,redrose,satinwood,amber,tonka bean,labdanum.""",Eau de Parfum,"curry leaves,sweet pepper,bergamot",pink pepper,unknown
Sospiro Opera,1087,"It's a unisex oriental floral fragrance designed for those with special taste. The amazing composition has a blend of fruity notes, mixed with leather and vetiver, releasing a magnificent scent that keeps you cool and in a good mood for long time.",none,none,none,Sospiro,Unisex,Perfume,Natural,Fruity,100 ml,2014,"fruity notes, turkish rose, ylang-ylang, ambergris, leather, nutmeg, patchouli, virginia cedar, vetiver, vanilla, musk",Eau de Parfum,"fruity notes, turkish rose","jasmine, rose","cashmere wood, musks"
Marly Byerley,1150,This bold and strong fragrance made for the energetic and adventurous men that takes you to see the wild horses seeking to win to fill you with love of adventure and competition.,none,none,none,Parfums de Marly,Men,Perfume,Natural,Woody,125 ml,2014,"bergamot, cardamom, cedar wood, guaiac wood, vetiver, resin.",Eau de Parfum,"bergamot, cardamom",vanilla,"leather, vanilla, iris"
Atelier Cologne Rose Anonyme Cologne Absolue,765,"Rose can express a thousand unsaid words and emotions. A delicate flower can turn into the most elegant form of symbol to express your feelings. A rose-scented perfume will have the same overwhelming effect on you, chasing you wherever you go. Main ingredients of this floral fragrance are rose from Bulgaria, bergamot from Italy and patchouli from Indonesia, combining sparkly exotic and Mediterranean olfactory notes.",none,none,none,Atelier Cologne,Unisex,Perfume,Charismatic,Floral Oriental,100 ml,2012,"calabrian bergamot, ginger, turkish rose, somalian opoponax, agarwood (oud), indonesian patchouli, leaf papyrus, benzoin",Eau de Cologne,"calabrian bergamot, ginger","redrose,satinwood",ginger
Clive Christian Clive Original C 1872,1691,This citrus fragrance leaves a mysterious and attractive Masculine scent with a refreshing smell of Jasmine and Neroli that adds vitality and strength feeling.,none,none,none,Clive Christian,Men,Perfume,Extravagant,Aromatic,50 ml,2001,"mandarin, bergamot, green lemon, grapefruit, jalbanum, rosemary, peach, lavender, pineapple, orange leaves, nutmeg, black pepper, star flowers, jasmine, freesia, sage, cyclamen, amber, labnum, olibanum, musk, cedar",Eau de Parfum,"mandarin, bergamot, green lemon, grapefruit, jalbanum, rosemary, peaches, lavender, pineapple, orange leaves, nutmeg, black pepper.","ylang-ylang, ambergris, leather, nutmeg","patchouli, gourmand, white musk, woods"
Boucheron Santal De Kandy,1024,A woody oriental fragrance with cedarwood and sandal that adds calm and comfort sense. This fragrance combines warm pepper and spicy cardamom with soft touches of violet and delicate jasmine.,none,none,none,Boucheron,Unisex,Perfume,Glamorous,Woody Oriental,125 ml,2018,"cardamom, black pepper, violet, jasmine, cedar wood, sandalwood",Eau de Parfum,"cardamom, black pepper","cedar wood, guaiac wood",musk
Acqua Di Parma Colonia Intensa,426,This parfume reflects a strong and confident masculine style. It contains bergamot and lemon combined with a modern touch of woods accords.,none,none,none,Acqua Di Parma,Men,Perfume,Glamorous,Citrus,50 ml,2019,"cardamom, calabrian bergamot, sicilian lemon, ginger, myrtle, artemisia, neroli, leather accord, cedar wood, patchouli, benzoin, musk.",Eau de Cologne,"cardamom, calabrian bergamot, sicilian lemon, ginger","turkish rose, somalian opoponax, agarwood (oud)","amber,tonka bean,labdanum"""
Chanel Les Exclusifs de Chanel Sycomore EDP,1377,"A musky woody fragrance is designed with a unique scent.
The fragrance is made with high accuracy to suit every man and women alike.
It gives you the sense of warmth and freshness to stay with you all day long.
The fragrance helps you to feel vital and spend your day actively and cheerfully.
Enjoy a charming scent that was chosen from the finest types of natural ingredients of Vetiver, Sandalwood, Aldehydes, Tobacco and Violet.",none,none,none,Chanel,Unisex,Perfume,Natural,Woody,200 ml,2008,"vetiver, tobacco, cypress, juniper, sandalwood, aldehydes, pink pepper, spicy notes, violet",Eau de Parfum,"vetiver, tobacco, cypress","star flowers, jasmine, freesia, sage, cyclamen","patchouli, virginia cedar, vetiver, vanilla, musk"
Hermetica Cedarise EDP,508,"Cedarise is regarded as a poet to the tree, bearing the same name.
The fragrance expresses the richness of nature through notes of pure cedar wood and the scent of vetiver roots.
This breath-taking fragrance was launched with a perfect blend for both men and women.
The fragrance gives you a striking and attractive presence in all parties and your special occasions.
It also boosts your self-confidence and makes you feel comfortable and refreshed all the time.
The fragrance is alcohol-free and moisturizing, with a long-lasting effect.",none,none,none,Hermetica,Unisex,Perfume,Natural,Woody,50 ml,2018,"cypress, cedar, vetiver, woody notes, musk",Eau de Parfum,"cypress, cedar","violet, jasmine","vetiver, resin."
Mendittorosa Alfa,748,"Mendittorosa, the Italian house, has released a trilogy, the scents of the soul â€œAlfa, Omega and Idâ€ to warm our hearts. These odors speak directly to your heart, encapsulating the sensuality of an appealing scene of clear blue sky. Alfa fragrance composes powerful scents of milk and vineyards with saffron and nutmeg, sandalwood, and jasmine, which have been determined to make the scent linger on.",none,none,none,Mendittorosa,Unisex,Perfume,Extravagant,Aromatic,100 ml,2012,"thyme, saffron, ravensara, oud, nutmeg, precious woods, jasmine, perfumes, white musk, sandalwood, cloves",Eau de Parfum,"avensara, white thyme","myrtle, artemisia, neroli","indonesian patchouli, leaf papyrus, benzoin"
Masque Milano Luci Ed Ombre,1093,"Masque Milano Luci ed Ombre is an intoxicating blend of glamour and confidence that creates a contemporary, premium feeling whenever you inhale them. This masterpiece identifies a breathtaking fusion of strength and elegance, manifested in the majesty of incense, blended in tuberose, ginger, and jasmine. Olibanum, cedar, and patchouli rhyme together at the base to share in that instinctive style and complement that distinct look. Youâ€™ll never stop inhaling them.",none,none,none,Masque Milano,Unisex,Perfume,Romantic,Soft Floral,100 ml,2013,"incense, tuberose, ginger, jasmine, moss, frankincense, cedarwood and patchouli",Eau de Parfum,incense,"juniper, sandalwood, aldehydes","amber, ladenum, olibanum, musk, cedar"
Masque Milano Montecristo,1093,"Imagine a scene of a comfortable leather couch and a coffee table, where a deck of playing cards and burning tobacco are placed over. Once a glass of rum appears in this scene, a feeling of warmth and reassuring comfort of Masque Milano Montecristo looms on the horizon. This modern bowl of bliss starts with the undeniable seductive scent of ambrette, rum, and Cabreuva at the top to feel fresh and comfortable. The heart identifies a unique blend of celery seeds, labdanum, and benzoin, leaving you in ecstasy. This aroma adds its final magic touch with hyrax, styrax, and guaiac wood notes, ensuring that the fragrance is the star of the show.",none,none,none,Masque Milano,Men,Perfume,Natural,Woody,100 ml,2013,"ambrette, rum, caprova, tobacco, celery seed, labdanum, benzoin, lint, styrax, guaiac wood, patchouli and cedar.",Eau de Parfum,"ambrette, rum, caprova",vetiver,"cedar wood, sandalwood"
Masque Milano Terralba,1093,"Questing for an immediate sweet escape in the smells of shrubs and the heath? Wander cautiously on the beachâ€™s rocks and feel the morning breeze flirting with your face for the Masque Milano Terralba perfume doesnâ€™t want to leave your skin. The perfume diffuses everlasting scents of clary sage, lemon, green tangerine, everlasting flower, juniper, cypress, cedarwood to abandon yourself completely.",none,none,none,Masque Milano,Unisex,Perfume,Extravagant,Aromatic,100 ml,2013,"lemon, clary sage, tangerine, myrtle, thyme, curry tree, immortelle, cypress, mastic, juniper and cedar",Eau de Parfum,"lemon, clary sage, tangerine","cloves, nutmeg, jasmine, saffron","leather accord, cedar wood, patchouli, benzoin, musk"
Lola Mood Red Carpet Attitude Nicole,426,"Lola Mood Red Carpet Attitude Nicole is a mysterious blend of beautiful, pure, and seductive flowers and fruits. This perfume creates a happy, romantic atmosphere, where the charismatic, delicate orange and fruit scents open it up. The white roses and gardenias appear at the heart to reveal all the charm and elegance you need to feel comfortable and confident during this joyful, romantic encounter. The base is warm and irresistible thanks to sweet caramel, heliotrope, and dancing musk.",none,none,none,Lola Mood,Women,Perfume,Feminine,Soft Floral,100 ml,2013,"orange blossom, tangerine, honey and cedar wood, musk, heliotrope and amber.",Eau de Parfum,"orange blossom, tangerine","tuberose, ginger, jasmine, moss","pink pepper, spicy notes, violet"
